movie_id,title,release_date,genres
434,Alpha Dog,2007-01-12,"Biography, Crime, Drama, Thriller"
435,Fight Club,1999-10-15,Drama
436,Eddie the Eagle,2016-02-26,"Biography, Comedy, Drama, Sport"
437,3 Türken & ein Baby,2018-03-16,Comedy
438,The Right One,2011-12-11,Drama
439,The Shallows,2016-06-24,"Drama, Horror, Thriller"
440,Total Recall,2012-08-03,"Action, Adventure, Mystery, Sci-Fi, Thriller"
441,Lone Survivor,2014-01-10,"Action, Biography, Drama, War"
442,Mercy,2016-11-22,"Drama, Mystery, Thriller"
443,Q20971251,2015-08-20,"Comedy, Drama"
444,The Holcroft Covenant,1985-10-18,"Action, Crime, Mystery, Thriller"
445,Harlock: Space Pirate,2014-08-01,"Animation, Adventure, Sci-Fi"
446,Jigsaw,2017-10-27,"Comedy, Crime, Fantasy, Horror, Mystery, Sci-Fi, Thriller"
447,The Young Offenders,2016-09-16,"Adventure, Comedy, Crime, Drama"
448,The Intent,2016-07-29,"Crime, Drama"
449,Fighting,2009-04-24,"Action, Drama, Sport"
450,"I Love You, Man",2009-03-20,"Comedy, Romance"
451,Dark Places,2015-06-18,"Crime, Drama, Mystery, Thriller"
452,In a Relationship,2018-04-20,"Comedy, Drama"
453,Precious Puppies,NOT AVAILABLE,Documentary
454,Office Christmas Party,2016-12-09,Comedy
455,RV,2006-04-28,"Adventure, Comedy, Family"
456,The Huntsman: Winter's War,2016-04-22,"Action, Adventure, Drama, Fantasy"
457,Obsessed,2009-04-24,"Drama, Romance, Thriller"
458,16 and Missing,2015-10-24,Thriller
459,No Escape,2015-08-26,"Action, Thriller"
460,Black Dynamite,2010-01-13,"Action, Comedy"
461,Spike Island,2015-05-08,"Comedy, Drama, Music"
462,Eye for an Eye,1996-01-12,"Crime, Drama, Thriller"
463,The Krays: The Myth Behind the Legend,2015-09-14,Documentary
464,The Party,2018-02-16,"Comedy, Drama"
465,SPF-18,2017-09-29,"Drama, Romance, Sport"
466,The Motive,2017-11-17,"Comedy, Drama"
467,Kid Cannabis,2014-04-18,"Biography, Comedy, Crime, Drama"
468,Barely Lethal,2015-04-30,"Action, Comedy"
469,Insan,2005-01-14,"Action, Crime, Drama, Thriller"
470,Hitler's Steel Beast,NOT AVAILABLE,Documentary
471,Us and Them,2018-03-16,"Crime, Drama, Thriller"
472,Spectral,2016-12-09,"Action, Adventure, Sci-Fi"
473,The Baby-Sitters Club,1995-08-18,"Comedy, Drama, Family"
474,The Colony,2013-09-20,"Action, Sci-Fi, Thriller"
475,Barakah Meets Barakah,2016-09-08,"Comedy, Romance"
476,Michael Inside,2018-04-06,Drama
477,Deewaar,2004-06-25,"Action, Drama, Thriller"
478,The Night Eats the World,2018-07-13,"Drama, Horror, Thriller"
479,Honeymoon From Hell,2016-07-16,"Horror, Thriller"
480,Lady-Like,2019-01-18,"Comedy, Romance"
481,Urge,2016-06-03,Thriller
482,Tower Heist,2011-11-04,"Action, Comedy, Crime"
483,Beauty and the Beast,2017-03-17,"Family, Fantasy, Musical, Romance"
484,Sing,2016-12-21,"Animation, Comedy, Family, Musical"
485,Appropriate Behavior,2015-01-16,"Comedy, Drama, Romance"
486,Contract,2008-07-18,"Action, Crime, Drama, Mystery, Thriller"
487,We Need to Talk,2016-02-26,Comedy
488,Bare,2015-10-30,"Drama, Romance"
489,Big Momma's House 2,2006-01-27,"Comedy, Crime"
490,Paul,2011-03-18,"Adventure, Comedy, Sci-Fi"
491,The BFG,2016-07-01,"Adventure, Family, Fantasy"
492,Did You Hear About the Morgans?,2009-12-18,"Comedy, Drama, Romance"
493,Killer App,2017-03-21,Thriller
494,Angry Indian Goddesses,2015-12-04,"Comedy, Drama"
495,Blind Date,2015-05-06,"Comedy, Romance"
496,Diving into the Unknown,2016-02-19,Documentary
497,Bright Night,2018-12-25,"Drama, Mystery"
498,The Girl with All the Gifts,2017-01-26,"Action, Adventure, Drama, Horror, Sci-Fi, Thriller"
499,Halo: The Fall of Reach,2015-10-27,"Animation, Action, Sci-Fi"
500,Heroin(e),2017-09-12,"Documentary, Short"
501,Romantik Komedi,2010-02-05,"Comedy, Romance"
502,Monsters: Dark Continent,2015-04-17,"Action, Drama, Horror, Sci-Fi, Thriller, War"
503,Gaga: Five Foot Two,2017-09-22,"Documentary, Music"
504,James and the Giant Peach,1996-04-12,"Animation, Adventure, Family, Fantasy, Musical"
505,I'm in Love with a Church Girl,2013-12-06,"Crime, Drama, Romance"
506,Hold the Dark,2018-09-28,"Action, Drama, Horror, Mystery, Thriller"
507,Gandu,2010-10-29,Drama
508,Boyka: Undisputed,2017-07-27,"Action, Drama, Sport"
509,Horrible Bosses 2,2014-11-26,"Comedy, Crime"
510,Pee-wee's Big Holiday,2016-03-18,"Comedy, Family"
511,Ashby,2015-09-25,"Comedy, Crime, Drama, Romance"
512,The Grudge,2004-10-22,"Horror, Mystery, Thriller"
513,Evidence of Blood,1998-04-13,"Drama, Mystery, Thriller"
514,The First Time,2013-02-07,"Comedy, Drama, Romance"
515,Bilu Rakkhosh,NOT AVAILABLE,"Drama, Fantasy"
516,The Zero Theorem,2014-08-19,"Comedy, Drama, Fantasy, Mystery, Sci-Fi"
517,The Princess Switch,2018-11-16,"Comedy, Drama, Family, Romance"
518,David vs. Goliath: Battle of Faith,NOT AVAILABLE,NOT AVAILABLE
519,Sand Castle,2017-04-21,"Action, Drama, War"
520,8 Mile,2002-11-08,"Drama, Music"
521,Mission Control: The Unsung Heroes of Apollo,2017-03-14,"Documentary, History"
522,2020-07-22 00:00:00,2018-10-10,"Crime, Drama, History, Thriller"
523,WarGames,1983-06-03,"Action, Adventure, Drama, Sci-Fi, Thriller"
524,Shahid,2013-10-18,"Biography, Drama"
525,Ouija: Origin of Evil,2016-10-21,"Drama, Horror, Mystery, Thriller"
526,Bad Teacher,2011-06-24,"Comedy, Romance"
527,Bruno and Boots: Go Jump in the Pool,2016-04-01,Family
528,Brij Mohan Amar Rahe,NOT AVAILABLE,"Comedy, Crime, Drama"
529,Fury,2014-10-17,"Action, Drama, War"
530,Fifty,2015-12-18,"Drama, Romance, Thriller"
531,The Ballad of Buster Scruggs,2018-11-09,"Comedy, Drama, Musical, Mystery, Romance, Western"
532,The Man from Nowhere,2010-08-05,"Action, Crime, Drama, Thriller"
533,Machine Gun Preacher,2011-11-02,"Action, Biography, Crime, Drama"
534,Bram Stoker's Dracula,1992-11-13,Horror
535,The Age of Adaline,2015-04-24,"Drama, Fantasy, Romance"
536,The Night Comes for Us,2018-10-19,"Action, Thriller"
537,The Last Witch Hunter,2015-10-23,"Action, Adventure, Fantasy"
538,Into the Woods,2014-12-25,"Adventure, Comedy, Drama, Fantasy, Musical"
539,Happy New Year,2014-10-24,"Action, Comedy, Music"
540,Underworld: Blood Wars,2017-01-06,"Action, Adventure, Fantasy, Horror"
541,Rush Hour 3,2007-08-10,"Action, Comedy, Crime, Thriller"
542,A Hologram for the King,2016-04-28,"Comedy, Drama, Romance"
543,Haider,2014-10-02,"Action, Crime, Drama, Thriller"
544,American Honey,2016-10-14,"Drama, Romance"
545,Malibu Rescue,2019-05-13,"Action, Adventure, Comedy, Family"
546,Death Race,2008-08-22,"Action, Sci-Fi, Thriller"
547,Maximum Conviction,2013-01-12,"Action, Thriller"
548,American Poltergeist,2015-05-29,"Horror, Thriller"
549,Dream Boat,2017-07-13,Documentary
550,My Sex Robot,NOT AVAILABLE,Documentary
551,Naked,NOT AVAILABLE,NOT AVAILABLE
552,Amar,2017-04-21,"Drama, Romance"
553,Twilight,2008-11-21,"Drama, Fantasy, Romance"
554,Feel Rich,2017-05-23,Documentary
555,What the Health,2017-03-07,Documentary
556,The Break-Up,2006-06-02,"Comedy, Drama, Romance"
557,Hoodwinked!,2006-01-13,"Animation, Comedy, Crime, Family, Musical, Mystery"
558,Addicted to Sexting,2015-11-17,Documentary
559,Skiptrace,2016-09-02,"Action, Adventure, Comedy, Crime, Thriller"
560,Filmistaan,2014-06-06,Comedy
561,He Even Has Your Eyes,2017-01-18,Comedy
562,Zambezia,2012-12-28,"Animation, Adventure, Comedy, Family"
563,The Devil's Double,2011-09-08,"Biography, Drama, Thriller"
564,Hitman: Agent 47,2015-08-21,"Action, Crime, Thriller"
565,Sydney White,2007-09-21,"Comedy, Drama, Romance"
566,Jurassic World,2015-06-12,"Action, Adventure, Sci-Fi"
567,NOVA: Inside Einstein's Mind,2015-11-25,"Documentary, Biography"
568,Final Portrait,2018-03-23,"Biography, Comedy, Drama"
569,Burn Out,2019-03-01,"Action, Thriller"
570,Beyond the Clouds,2018-04-20,"Drama, Family"
571,2 States,2014-04-18,"Comedy, Drama, Romance"
572,Derren Brown: Sacrifice,2018-10-19,Reality-TV
573,The Hateful Eight,2015-12-30,"Crime, Drama, Mystery, Thriller, Western"
574,Northmen - A Viking Saga,2014-10-23,"Action, Drama, History"
575,Minor Details,2009-02-05,"Adventure, Family, Mystery"
576,Dig Two Graves,2017-03-24,"Drama, Horror, Mystery, Thriller"
577,Mowgli: Legend of the Jungle,2018-12-07,"Adventure, Drama, Fantasy"
578,Father of the Year,2018-07-20,Comedy
579,The Legend of Michael Mishra,2016-08-05,"Comedy, Drama"
580,Operation Finale,2018-08-29,"Biography, Drama, History, Thriller, War"
581,The Ring Two,2005-03-18,"Horror, Mystery"
582,Bioscope,2015-07-17,Drama
583,Aileen: Life and Death of a Serial Killer,2003-11-21,"Documentary, Crime"
584,Breakout,2013-09-17,"Action, Crime, Drama, Thriller"
585,Green Room,2016-05-13,"Horror, Music, Thriller"
586,ABCD 2,2015-06-19,"Biography, Drama, Music"
587,Pandemic,2016-04-01,"Action, Horror, Sci-Fi, Thriller"
588,Fahrenheit 9/11,2004-06-25,"Documentary, Drama, War"
589,Kill For Me,2013-02-12,"Drama, Thriller"
590,All Stars,2013-05-03,"Comedy, Family"
591,Strange Magic,2015-01-23,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance"
592,The Little Girl Who Lives Down the Lane,1977-01-26,"Drama, Horror, Mystery, Thriller"
593,Christmas Inheritance,2017-12-15,"Comedy, Drama"
594,Godzilla,1998-05-20,"Action, Sci-Fi, Thriller"
595,Zapped,2014-06-23,"Comedy, Family, Fantasy"
596,Killer Klowns from Outer Space,1988-05-27,"Comedy, Horror, Sci-Fi"
597,Battle,2018-09-28,"Drama, Music, Romance"
598,Holiday Joy,2016-12-08,Comedy
599,Norm of the North,2016-01-15,"Animation, Adventure, Comedy, Family"
600,Hotel for Dogs,2009-01-16,"Comedy, Family"
601,Criminal Law,1989-04-28,"Crime, Drama, Thriller"
602,Il giovane favoloso,2014-10-16,"Biography, Drama, History"
603,Clinical,2017-01-13,"Horror, Thriller"
604,Trollhunter,2010-10-29,"Drama, Fantasy, Horror, Sci-Fi, Thriller"
605,Running for Grace,2018-08-17,"Family, Romance"
606,Pygmies: The Children of the Jungle,2011-12-03,Documentary
607,The Darkest Hour,2011-12-25,"Action, Adventure, Horror, Sci-Fi, Thriller"
608,13,2010-03-01,"Crime, Drama, Thriller"
609,"What Happened, Miss Simone?",2015-06-24,"Documentary, Biography, Music"
610,Looper,2012-09-28,"Action, Drama, Sci-Fi, Thriller"
611,Scary Movie,2000-07-07,Comedy
612,Miss India America,2016-03-24,"Comedy, Drama, Family"
613,The Blues Brothers,1980-06-20,"Adventure, Comedy, Crime, Music, Musical"
614,Race,2016-02-19,"Biography, Drama, Sport"
615,Notting Hill,1999-05-28,"Comedy, Drama, Romance"
616,Ascharyachakit!,2018-12-19,"Drama, Romance"
617,Dayveon,2017-09-27,Drama
618,Q27703687,2016-01-15,Crime
619,Deha,NOT AVAILABLE,Romance
620,The Basement,2020-04-01,Horror
621,Meet The Firm: Revenge In Rio,NOT AVAILABLE,NOT AVAILABLE
622,Apt Pupil,1998-10-23,"Crime, Drama, Thriller"
623,A Quiet Passion,2017-04-07,"Biography, Drama"
624,Candy Jar,2018-04-27,Comedy
625,The Saint,2017-07-11,"Action, Adventure, Crime"
626,Triple 9,2016-02-26,"Action, Crime, Thriller"
627,You Get Me,2017-06-23,"Crime, Drama, Romance, Thriller"
628,The Numbers Station,2013-04-26,"Action, Thriller"
629,The Losers,2010-04-23,"Action, Adventure, Crime, Mystery, Thriller"
630,Boy Bye,NOT AVAILABLE,"Drama, Romance"
631,Sarajevo,NOT AVAILABLE,"Drama, History, War"
632,BLAME!,NOT AVAILABLE,NOT AVAILABLE
633,I Kill Giants,2018-03-23,"Drama, Fantasy, Thriller"
634,Fifty Shades Darker,2017-02-10,"Drama, Romance"
635,Abducted,2014-03-17,"Action, Thriller"
636,3 Days to Kill,2014-02-21,"Action, Drama, Thriller"
637,Spaceballs,1987-06-24,"Adventure, Comedy, Sci-Fi"
638,Print the Legend,2014-09-26,"Documentary, Biography, Drama, History"
639,Inglourious Basterds,2009-08-21,"Adventure, Drama, War"
640,The Vault,2017-09-01,"Crime, Horror, Mystery, Thriller"
641,Maroon,NOT AVAILABLE,Thriller
642,Legally Blonde,2001-07-13,"Comedy, Romance"
643,Deep Web,2015-11-21,Documentary
644,El Clan,2015-08-13,"Biography, Crime, Drama, Thriller"
645,Hell and Back,2015-10-02,"Animation, Adventure, Comedy, Fantasy"
646,Cloverfield,2008-01-18,"Action, Adventure, Horror, Mystery, Sci-Fi, Thriller"
647,Slow TV: Northern Railway,NOT AVAILABLE,NOT AVAILABLE
648,From Dusk till Dawn (franchise),NOT AVAILABLE,NOT AVAILABLE
649,Warrior,2011-09-09,"Action, Drama, Sport"
650,The Invisible Guardian,2017-08-03,"Crime, Thriller"
651,44034,NOT AVAILABLE,NOT AVAILABLE
652,Magic Mike,2012-06-29,"Comedy, Drama"
653,Bright,NOT AVAILABLE,NOT AVAILABLE
654,The Bombing,2018-10-26,"Action, Adventure, Drama, War"
655,The Last Heist,2016-06-17,"Action, Horror, Thriller"
656,Mad Max: Fury Road,2015-05-15,"Action, Adventure, Sci-Fi, Thriller"
657,Fair Game,2010-12-03,"Biography, Drama, Thriller"
658,Minimalism: A Documentary About the Important Things,NOT AVAILABLE,Documentary
659,Naomi and Ely's No Kiss List,2015-09-18,"Comedy, Drama, Romance"
660,Aashayein,2010-08-27,Drama
661,Magnus,2016-11-18,Documentary
662,Fifty Shades of Black,2016-01-29,Comedy
663,Forever My Girl,2018-01-19,"Drama, Music, Romance"
664,Jessabelle,2014-11-07,"Drama, Horror, Mystery, Thriller"
665,XXX: State of the Union,2005-04-29,"Action, Adventure, Crime, Sci-Fi, Thriller"
666,The Dorm,2015-11-02,Horror
667,The Substitute,1996-04-19,"Action, Crime, Drama, Thriller"
668,Kickboxer: Vengeance,2016-09-01,"Action, Crime, Drama, Sport"
669,Mr. Brooks,2007-06-01,"Crime, Drama, Thriller"
670,Max 2: White House Hero,2017-05-12,Family
671,Siberia,2018-07-13,"Crime, Romance, Thriller"
672,Matilda,1996-08-02,"Comedy, Family, Fantasy"
673,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996-01-12,"Comedy, Crime"
674,The Flintstones,1994-05-27,"Comedy, Family, Fantasy"
675,Big Stan,2008-06-06,"Action, Comedy"
676,Resident Evil: Afterlife,2010-09-10,"Action, Adventure, Horror, Sci-Fi, Thriller"
677,Men in Black 3,2012-05-25,"Action, Adventure, Comedy, Sci-Fi"
678,Envy,2004-04-30,Comedy
679,Bridesmaids,2011-05-13,"Comedy, Romance"
680,Sufi Soul: The Mystic Music of Islam,2005-11-06,"Documentary, Music"
681,Twinsanity,2018-04-12,"Horror, Thriller"
682,Jumanji,1995-12-15,"Adventure, Comedy, Family, Fantasy"
683,Starship Troopers: Invasion,2012-07-21,"Animation, Action, Sci-Fi"
684,Personal Shopper,2017-03-10,"Drama, Mystery, Thriller"
685,Countdown to Death: Pablo Escobar,NOT AVAILABLE,Documentary
686,Food Choices,2016-09-02,Documentary
687,Pompeii,2014-02-21,"Action, Adventure, Drama, Fantasy, History, Romance"
688,And Breathe Normally,2019-01-04,Drama
689,Couples Counseling,2016-12-08,Comedy
690,Scary Movie 3,2003-10-24,"Comedy, Horror"
691,Safe,2012-04-27,"Action, Crime, Thriller"
692,Petta (Telugu Version),NOT AVAILABLE,NOT AVAILABLE
693,Ouija,2014-10-24,"Horror, Mystery, Thriller"
694,Doctor Strange,2016-11-04,"Action, Adventure, Fantasy, Sci-Fi"
695,Acts of Violence,2018-01-12,"Action, Crime, Drama"
696,That Girl in Yellow Boots,2011-09-02,"Crime, Drama, Mystery, Thriller"
697,Holy Camp!,2017-09-29,Musical
698,Alice Through the Looking Glass,2016-05-27,"Adventure, Family, Fantasy"
699,Life,2017-03-24,"Horror, Sci-Fi, Thriller"
700,Caida del Cielo,2016-05-12,"Comedy, Romance"
701,Nymphomaniac: Volume II,2014-03-20,Drama
702,The Adventures of Sharkboy and Lavagirl,2005-06-10,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi"
703,Avengers: Age of Ultron,2015-05-01,"Action, Adventure, Sci-Fi"
704,The Five-Year Engagement,2012-04-27,"Comedy, Romance"
705,After the Ball,2015-04-24,Comedy
706,Trolls Holiday Special,2017-11-24,"Animation, Short, Comedy"
707,Bachelorette,2012-09-06,"Comedy, Romance"
708,The Invitation,2016-04-08,"Drama, Mystery, Thriller"
709,Sanju,2018-06-29,"Biography, Drama"
710,Mirror Mirror,2012-03-30,"Adventure, Comedy, Drama, Family, Fantasy"
711,Teenage Mutant Ninja Turtles: Out of the Shadows,2016-06-03,"Action, Adventure, Comedy, Sci-Fi"
712,Jennifer 8,1992-11-06,"Crime, Drama, Mystery, Thriller"
713,Volcano,1997-04-25,"Action, Drama, Sci-Fi, Thriller"
714,Power Rangers,2017-03-24,"Action, Adventure, Sci-Fi"
715,Ted,2012-06-29,Comedy
716,Triple Frontier,2019-03-13,"Action, Adventure, Crime, Drama, Thriller"
717,The Goonies,1985-06-07,"Adventure, Comedy, Family"
718,Hurricane Bianca,2016-09-19,"Comedy, Drama"
719,Watchmen,2009-03-06,"Action, Drama, Mystery, Sci-Fi"
720,The Punisher,2004-04-16,"Action, Crime, Drama, Thriller"
721,Batman v Superman: Dawn of Justice,2016-03-25,"Action, Adventure, Sci-Fi"
722,Fifty Shades of Grey,2015-02-13,"Drama, Romance, Thriller"
723,The Finest Hours,2016-01-29,"Action, Drama, History, Thriller"
724,Winx Club: The Mystery of the Abyss,2014-10-01,"Animation, Action, Adventure, Family, Fantasy"
725,Patterns of Evidence: Exodus,2015-01-19,"Documentary, History"
726,Redirected,2014-01-10,"Action, Comedy, Crime, Thriller"
727,Face 2 Face,2016-02-10,Horror
728,The Adjustment Bureau,2011-03-04,"Romance, Sci-Fi, Thriller"
729,The Pit,2009-10-22,"Documentary, History, News"
730,Shrooms,2007-11-23,"Comedy, Horror, Mystery, Thriller"
731,Never Back Down,2008-03-14,"Action, Drama, Sport"
732,Knocked Up,2007-06-01,"Comedy, Romance"
733,Kill Bill: Vol. 2,2004-04-16,"Action, Crime, Thriller"
734,Wanted,2008-06-27,"Action, Crime, Fantasy, Thriller"
735,Long Nights Short Mornings,2017-01-24,"Drama, Romance"
736,Couple of Days,2016-02-05,NOT AVAILABLE
737,Bridge of Spies,2015-10-16,"Drama, History, Thriller"
738,Street Kings,2008-04-11,"Action, Crime, Drama, Thriller"
739,The Little Mermaid,2018-08-17,"Adventure, Drama, Fantasy, Romance"
740,Igor,2008-09-19,"Animation, Comedy, Family, Fantasy"
741,Living on One Dollar,2013-04-13,"Documentary, Adventure, Drama"
742,Secrets of the Tower of London,2014-05-15,NOT AVAILABLE
743,Fantastic Mr. Fox,2009-11-25,"Animation, Adventure, Comedy, Crime, Drama, Family"
744,Locked Down,2010-11-09,"Action, Crime, Thriller"
745,Tony Robbins: I Am Not Your Guru,2016-07-15,Documentary
746,Your Highness,2011-04-08,"Adventure, Comedy, Fantasy"
747,Shrek the Third,2007-05-18,"Animation, Adventure, Comedy, Family, Fantasy"
748,Captain America: Civil War,2016-05-06,"Action, Adventure, Sci-Fi"
749,Love and Mercy,2015-06-19,"Biography, Drama, Music"
750,Rugrats in Paris: The Movie,2000-11-17,"Animation, Adventure, Comedy, Family, Romance"
751,The Love Punch,2014-05-23,Comedy
752,The Do-Over,2016-05-27,"Action, Adventure, Comedy, Mystery"
753,Ishqiya,2010-01-29,"Comedy, Drama, Romance, Thriller"
754,Sky Line,2015-11-20,"Documentary, Biography, Drama, Sci-Fi"
755,3096 Days,2013-02-28,"Biography, Crime, Drama"
756,Guru,2007-01-12,"Biography, Drama"
757,Coin Heist,2017-01-06,"Crime, Drama, Romance, Thriller"
758,The Photographer Of Mauthausen,2018-10-26,"Biography, Drama, History, Thriller"
759,We Are Family,2010-09-10,"Drama, Family"
760,Beach Rats,2018-01-25,Drama
761,Gothika,2003-11-21,"Horror, Mystery, Thriller"
762,The Breakfast Club,1985-02-15,"Comedy, Drama"
763,Chicken Run,2000-06-23,"Animation, Adventure, Comedy, Drama, Family"
764,Broken City,2013-01-18,"Action, Crime, Drama, Thriller"
765,Queen,2014-03-07,"Adventure, Comedy, Drama"
766,Momentum,2015-10-16,"Action, Crime, Thriller"
767,Synchronicity,2016-01-22,"Drama, Mystery, Romance, Sci-Fi"
768,When a Stranger Calls,2006-02-03,"Horror, Thriller"
769,Meet the Small Potatoes,2013-04-01,"Family, Musical"
770,Harriet the Spy,1996-07-10,"Comedy, Drama, Family"
771,Love the Coopers,2015-11-13,"Comedy, Fantasy, Romance"
772,Cartel Land,2015-07-03,Documentary
773,Rio 2,2014-04-11,"Animation, Adventure, Comedy, Family, Musical"
774,Raising Arizona,1987-04-17,"Comedy, Crime"
775,Stargate,1994-10-28,"Action, Adventure, Sci-Fi"
776,Ant-Man,2015-07-17,"Action, Adventure, Comedy, Sci-Fi"
777,The Blind Christ,2017-04-13,Drama
778,Arrival,2016-11-11,"Drama, Mystery, Sci-Fi, Thriller"
779,Sex Tape,2014-07-18,"Comedy, Romance"
780,We're the Millers,2013-08-07,"Comedy, Crime"
781,Fittest on Earth: A Decade of Fitness,2017-03-17,Documentary
782,To the Bone,2017-07-14,Drama
783,Nativity!,2009-11-27,"Comedy, Family"
784,Jago: A Life Underwater,2017-05-25,Documentary
785,Zombieland,2009-10-02,"Adventure, Comedy, Fantasy, Sci-Fi"
786,26 Years,2012-11-29,"Drama, Thriller"
787,Jonas,2016-10-27,"Drama, Romance, Thriller"
788,Cam,2018-11-16,"Horror, Mystery, Thriller"
789,Anatomy of a Love Seen,2014-07-18,"Drama, Romance"
790,London Heist,2017-07-17,"Action, Thriller"
791,Captain America: The Winter Soldier,2014-04-04,"Action, Adventure, Sci-Fi, Thriller"
792,The Birth of Saké,2016-03-18,"Documentary, Biography, Family"
793,47 Ronin,2013-12-25,"Action, Drama, Fantasy"
794,40 Days and 40 Nights,2002-03-01,"Comedy, Romance"
795,Uncle Nick,2015-12-04,"Comedy, Sport"
796,Step Outside,2018-02-15,Comedy
797,Lolita,1998-09-25,"Drama, Romance"
798,Men in Black II,2002-07-03,"Action, Adventure, Comedy, Mystery, Sci-Fi"
799,Hisss,2010-10-22,"Comedy, Drama, Horror, Thriller"
800,Black Hawk Down,2002-01-18,"Drama, History, War"
801,Everly,2015-01-23,"Action, Thriller"
802,Identity,2003-04-25,"Mystery, Thriller"
803,The Twilight Saga: New Moon,2009-11-20,"Adventure, Drama, Fantasy, Romance"
804,Seven,1995-09-22,"Crime, Drama, Mystery, Thriller"
805,Sex and the City 2,2010-05-27,"Comedy, Drama, Romance"
806,Selfless,2015-07-10,"Action, Mystery, Sci-Fi, Thriller"
807,The Watcher,2016-11-03,"Horror, Thriller"
808,The Wandering Earth,2019-02-05,"Action, Sci-Fi"
809,MI-5,2015-05-08,"Action, Drama, Thriller"
810,Everest,2015-09-25,"Action, Adventure, Biography, Drama, Thriller"
811,Freddy vs. Jason,2003-08-15,"Action, Horror"
812,Ugly Aur Pagli,2008-08-01,"Comedy, Drama"
813,Daddy Day Care,2003-05-09,"Comedy, Family"
814,Robin Hood: Prince of Thieves,1991-06-14,"Action, Adventure, Drama, Romance"
815,Their Finest,2017-04-07,"Comedy, Drama, Romance, War"
816,What Happens in Vegas,2008-05-09,"Comedy, Romance"
817,Rishtey,2002-12-06,"Action, Drama"
818,Polar,2019-01-25,"Action, Crime, Drama, Thriller"
819,Sidetracked,2015-01-30,Comedy
820,Barbie: Happy Birthday to You!,NOT AVAILABLE,NOT AVAILABLE
821,Shooter,2007-03-23,"Action, Drama, Thriller"
822,The Other Woman,2014-04-25,"Comedy, Romance"
823,The Good Neighbor,2017-08-14,"Crime, Drama, Horror, Thriller"
824,Dark Chocolate (Bengali Version),2016-09-02,"Crime, Thriller"
825,Robin Hood,2010-05-14,"Action, Adventure, Drama, History"
826,Loving Annabelle,2007-05-24,"Drama, Romance"
827,The Bad Batch,2017-06-23,"Drama, Horror, Romance, Sci-Fi"
828,Hanna,2011-04-08,"Action, Drama, Thriller"
829,Blackfish,2013-07-26,Documentary
830,Shock Wave,2017-05-05,"Action, Crime, Thriller"
831,The Wannabe,2015-12-04,"Crime, Drama, Mystery, Thriller"
832,The Rage: Carrie 2,1999-03-12,"Horror, Sci-Fi, Thriller"
833,Special 26,2013-02-08,"Crime, Drama, Thriller"
834,The Standoff,2016-09-20,Comedy
835,The Pledge,2001-01-19,"Crime, Drama, Mystery, Thriller"
836,Spectre,2015-11-06,"Action, Adventure, Thriller"
837,Drive,2011-09-16,"Crime, Drama"
838,Inside Man,2006-03-24,"Crime, Drama, Mystery, Thriller"
839,Resident Evil,2002-03-15,"Action, Horror, Sci-Fi"
840,You Laugh But It's True,2013-12-13,"Documentary, Biography, Comedy, Drama"
841,Tell Spring Not to Come This Year,2015-11-13,"Documentary, War"
842,What Happened to Monday,NOT AVAILABLE,NOT AVAILABLE
843,Season of the Witch,2011-01-07,"Action, Adventure, Fantasy"
844,Hamza's Suitcase,2017-08-31,"Comedy, Crime"
845,Hungerford,2018-04-15,"Horror, Sci-Fi"
846,Crimenes de Lujuria,2011-01-25,Thriller
847,Anthropoid,2016-09-09,"Action, Biography, Drama, History, Romance, Thriller, War"
848,Whiskey Tango Foxtrot,2016-03-04,"Biography, Comedy, Drama, War"
849,Kill the Messenger,2014-10-09,"Biography, Crime, Drama, Mystery, Thriller"
850,Ride Along,2014-01-17,"Action, Comedy, Crime"
851,The Awakening,2011-11-11,"Horror, Thriller"
852,Chandani: The Daughter of the Elephant Whisperer,2010-11-04,"Documentary, Family"
853,Churchill,2017-06-02,"Biography, Drama, History, War"
854,Hunger,2008-10-31,"Biography, Drama"
855,Hot Fuzz,2007-04-20,"Action, Comedy, Mystery, Thriller"
856,The Domestics,2018-06-29,"Action, Horror, Sci-Fi, Thriller"
857,Megamind,2010-11-05,"Animation, Action, Comedy, Family, Sci-Fi"
858,Girl in Progress,2012-08-10,"Comedy, Drama"
859,13 Going on 30,2004-04-23,"Comedy, Fantasy, Romance"
860,Manje Bistre,2017-04-14,"Comedy, Drama"
861,How to Plan an Orgy in a Small Town,2016-05-13,"Comedy, Drama"
862,The Wiggles: Dial E for Emma,2016-10-05,"Family, Music"
863,Sky Ladder: The Art of Cai Guo-Qiang,2016-10-14,Documentary
864,Escape from Alcatraz,1979-06-22,"Action, Biography, Crime, Drama, Thriller"
865,Scary Movie 2,2001-07-04,"Comedy, Horror"
866,Born to Raise Hell,2010-12-11,"Action, Crime, Thriller"
867,Be Somebody,2016-06-10,"Comedy, Drama, Romance"
868,L!fe Happens,2012-04-13,Comedy
869,It's Now or Never,2015-06-19,Comedy
870,Pride,2014-09-12,"Biography, Comedy, Drama, History, Romance"
871,The Witches,1990-08-24,"Adventure, Comedy, Family, Fantasy, Horror, Mystery"
872,The Seven Five,2015-05-08,"Documentary, Biography, Crime, History"
